# LSST Throughputs files created from syseng_throughputs repo
# Version 1.9
# sha1 fcc05772f99427e4a45cd1b9da1628dded9a06d5
# Aerosols added to atmosphere
# Wavelen_cutoff_BLUE 304.30
# Wavelen_cutoff_RED 403.50
# Wavelength(nm)  Throughput(0-1)
300.0 0.0
300.1 0.0
300.20000000000005 0.0
300.30000000000007 0.0
300.4000000000001 0.0
300.5000000000001 0.0
300.60000000000014 0.0
300.70000000000016 0.0
300.8000000000002 0.0
300.9000000000002 0.0
301.0000000000002 0.0
301.10000000000025 0.0
301.2000000000003 0.0
301.3000000000003 0.0
301.4000000000003 0.0
301.50000000000034 0.0
301.60000000000036 0.0
301.7000000000004 0.0
301.8000000000004 0.0
301.90000000000043 0.0
302.00000000000045 0.0
302.1000000000005 0.0
302.2000000000005 0.0
302.3000000000005 0.0
302.40000000000055 0.0
302.50000000000057 0.0
302.6000000000006 0.0
302.7000000000006 0.0
302.80000000000064 0.0
302.90000000000066 0.0
303.0000000000007 0.0
303.1000000000007 0.0
303.2000000000007 0.0
303.30000000000075 0.0
303.4000000000008 0.0
303.5000000000008 0.0
303.6000000000008 0.0
303.70000000000084 0.0
303.80000000000086 0.0
303.9000000000009 0.0
304.0000000000009 0.0
304.10000000000093 0.0
304.20000000000095 0.0
304.300000000001 0.0
304.400000000001 0.0
304.500000000001 0.0
304.60000000000105 0.0
304.70000000000107 0.0
304.8000000000011 0.0
304.9000000000011 0.0
305.00000000000114 0.0
305.10000000000116 0.0
305.2000000000012 0.0
305.3000000000012 0.0
305.4000000000012 0.0
305.50000000000125 0.0
305.6000000000013 0.0
305.7000000000013 0.0
305.8000000000013 0.0
305.90000000000134 0.0
306.00000000000136 0.0
306.1000000000014 0.0
306.2000000000014 0.0
306.30000000000143 0.0
306.40000000000146 0.0
306.5000000000015 0.0
306.6000000000015 0.0
306.7000000000015 0.0
306.80000000000155 0.0
306.90000000000157 0.0
307.0000000000016 0.0
307.1000000000016 0.0
307.20000000000164 0.0
307.30000000000166 0.0
307.4000000000017 0.0
307.5000000000017 0.0
307.6000000000017 0.0
307.70000000000175 0.0
307.8000000000018 0.0
307.9000000000018 0.0
308.0000000000018 0.0
308.10000000000184 0.0
308.20000000000186 0.0
308.3000000000019 0.0
308.4000000000019 0.0
308.50000000000193 0.0
308.60000000000196 0.0
308.700000000002 0.0
308.800000000002 0.0
308.900000000002 0.0
309.00000000000205 0.0
309.10000000000207 0.0
309.2000000000021 0.0
309.3000000000021 0.0
309.40000000000214 0.0
309.50000000000216 0.0
309.6000000000022 0.0
309.7000000000022 0.0
309.8000000000022 0.0
309.90000000000225 0.0
310.0000000000023 0.0
310.1000000000023 0.0
310.2000000000023 0.0
310.30000000000234 0.0
310.40000000000236 0.0
310.5000000000024 0.0
310.6000000000024 0.0
310.70000000000243 0.0
310.80000000000246 0.0
310.9000000000025 0.0
311.0000000000025 0.0
311.1000000000025 0.0
311.20000000000255 0.0
311.30000000000257 0.0
311.4000000000026 0.0
311.5000000000026 0.0
311.60000000000264 0.0
311.70000000000266 0.0
311.8000000000027 0.0
311.9000000000027 0.0
312.00000000000273 0.0
312.10000000000275 0.0
312.2000000000028 0.0
312.3000000000028 0.0
312.4000000000028 0.0
312.50000000000284 0.0
312.60000000000286 0.0
312.7000000000029 0.0
312.8000000000029 0.0
312.90000000000293 0.0
313.00000000000296 0.0
313.100000000003 0.0
313.200000000003 0.0
313.300000000003 0.0
313.40000000000305 0.0
313.50000000000307 0.0
313.6000000000031 0.0
313.7000000000031 0.0
313.80000000000314 0.0
313.90000000000316 0.0
314.0000000000032 0.0
314.1000000000032 0.0
314.20000000000323 0.0
314.30000000000325 0.0
314.4000000000033 0.0
314.5000000000033 0.0
314.6000000000033 0.0
314.70000000000334 0.0
314.80000000000337 0.0
314.9000000000034 0.0
315.0000000000034 0.0
315.10000000000343 0.0
315.20000000000346 0.0
315.3000000000035 0.0
315.4000000000035 0.0
315.5000000000035 0.0
315.60000000000355 0.0
315.70000000000357 0.0
315.8000000000036 0.0
315.9000000000036 0.0
316.00000000000364 0.0
316.10000000000366 0.0
316.2000000000037 0.0
316.3000000000037 0.0
316.40000000000373 0.0
316.50000000000375 0.0
316.6000000000038 0.0
316.7000000000038 0.0
316.8000000000038 0.0
316.90000000000384 0.0
317.00000000000387 0.0
317.1000000000039 0.0
317.2000000000039 0.0
317.30000000000393 0.0
317.40000000000396 0.0
317.500000000004 0.0
317.600000000004 0.0
317.700000000004 0.0
317.80000000000405 0.0
317.90000000000407 0.0
318.0000000000041 0.0
318.1000000000041 0.0
318.20000000000414 0.0
318.30000000000416 0.0
318.4000000000042 0.0
318.5000000000042 0.0
318.60000000000423 0.0
318.70000000000425 0.0
318.8000000000043 0.0
318.9000000000043 0.0
319.0000000000043 0.0
319.10000000000434 0.0
319.20000000000437 0.0
319.3000000000044 0.0
319.4000000000044 0.0
319.50000000000443 0.0
319.60000000000446 0.0
319.7000000000045 0.0
319.8000000000045 0.0
319.9000000000045 0.0
320.00000000000455 1.2722411862695854e-18
320.10000000000457 3.3828906912305605e-08
320.2000000000046 8.105575010853388e-08
320.3000000000046 1.4445078584801978e-07
320.40000000000464 2.271046784271956e-07
320.50000000000466 3.324469887924082e-07
320.6000000000047 4.650236836252534e-07
320.7000000000047 6.287539591394464e-07
320.80000000000473 8.283557763031786e-07
320.90000000000475 1.0689906579382723e-06
321.0000000000048 1.3562866208778777e-06
321.1000000000048 1.7382427555050511e-06
321.2000000000048 2.1906276472605853e-06
321.30000000000484 2.720817259288728e-06
321.40000000000487 3.3365122586066983e-06
321.5000000000049 4.045743337485347e-06
321.6000000000049 4.824514182414484e-06
321.70000000000493 5.701866827988874e-06
321.80000000000496 6.684603249429582e-06
321.900000000005 7.779661716687781e-06
322.000000000005 8.994114585803342e-06
322.100000000005 1.045901769825142e-05
322.20000000000505 1.2084535920922277e-05
322.30000000000507 1.388078667736946e-05
322.4000000000051 1.585813598655208e-05
322.5000000000051 1.802719946112174e-05
322.60000000000514 2.0570803181250923e-05
322.70000000000516 2.3372102711573017e-05
322.8000000000052 2.644831264177393e-05
322.9000000000052 2.9817319325783764e-05
323.00000000000523 3.3497694865091256e-05
323.10000000000525 3.870447970476407e-05
323.2000000000053 4.448696609846561e-05
323.3000000000053 5.088641136077791e-05
323.4000000000053 5.794572618621224e-05
323.50000000000534 6.57095059658939e-05
323.60000000000537 7.376511802973065e-05
323.7000000000054 8.251517090941256e-05
323.8000000000054 9.199728363274416e-05
323.90000000000543 0.00010225013384225696
324.00000000000546 0.00011331347136191019
324.1000000000055 0.00012715893337735578
324.2000000000055 0.00014211543491286316
324.3000000000055 0.00015822942012151363
324.40000000000555 0.00017554765966318236
324.50000000000557 0.0001941172437612852
324.6000000000056 0.00021388343453570389
324.7000000000056 0.00023497526627829025
324.80000000000564 0.0002574385778149882
324.90000000000566 0.00028131938560812164
325.0000000000057 0.0003066638763425043
325.1000000000057 0.00033772739789559577
325.20000000000573 0.00037098493794072865
325.30000000000575 0.00040653140474661135
325.4000000000058 0.0004444637100752182
325.5000000000058 0.00048488079560062063
325.6000000000058 0.0005301331649257396
325.70000000000584 0.0005784477027142639
325.80000000000587 0.000629961429929553
325.9000000000059 0.0006848149179934708
326.0000000000059 0.0007431523473716462
326.10000000000593 0.0007958949914519211
326.20000000000596 0.0008513694144624589
326.300000000006 0.0009096701048366369
326.400000000006 0.0009708935447294648
326.500000000006 0.001035138250522457
326.60000000000605 0.0010971457556756769
326.70000000000607 0.001161754521907191
326.8000000000061 0.0012290309547654062
326.9000000000061 0.001299042249354656
327.00000000000614 0.0013718563949675555
327.10000000000616 0.0014651699571526637
327.2000000000062 0.0015626683068202959
327.3000000000062 0.0016644462133189296
327.40000000000623 0.0017705985293338716
327.50000000000625 0.0018812201818055212
327.6000000000063 0.0019981966615821144
327.7000000000063 0.00212005601733101
327.8000000000063 0.0022469077037430827
327.90000000000634 0.0023788616861163334
328.00000000000637 0.0025160284364810228
328.1000000000064 0.002654300117881103
328.2000000000064 0.0027981363463603806
328.30000000000643 0.0029476865865489484
328.40000000000646 0.0031031026266599526
328.5000000000065 0.0032645385966761577
328.6000000000065 0.0034396730738118306
328.7000000000065 0.003621833131685399
328.80000000000655 0.0038112145207748337
328.90000000000657 0.004008016424040023
329.0000000000066 0.0042124414820124915
329.1000000000066 0.0044222087516894645
329.20000000000664 0.004639547534272341
329.30000000000666 0.004864638126618942
329.4000000000067 0.005097663296554199
329.5000000000067 0.0053388082831940095
329.60000000000673 0.00556957830783951
329.70000000000675 0.0058072512221714325
329.8000000000068 0.006051949082786514
329.9000000000068 0.0063037947533028625
330.0000000000068 0.006562911874334092
330.10000000000684 0.006820342539537143
330.20000000000687 0.007084435339346531
330.3000000000069 0.007355275413653762
330.4000000000069 0.007632947572476592
330.50000000000693 0.007917536242115195
330.60000000000696 0.008219556656755238
330.700000000007 0.008529457011468034
330.800000000007 0.008847351596548349
330.900000000007 0.009173354692844762
331.00000000000705 0.009507580499770301
331.10000000000707 0.00977527188515768
331.2000000000071 0.010048558664930502
